Theta,Tajima.D,Tajima.Pi,Segregating.Sites,Max.Pairwise.Difference,Max.Pairwise.Difference.Excluding.Ambiguous,Max.Variable.Block.Length,Max.Variable.Block.Length.Excluding.Ambiguous,Min.Pairwise.Difference,Min.Pairwise.Difference.Excluding.Ambiguous
0.1840554,162,0.4325025,0.2084567,81,158,162,32,0,0
0.1840554,162,1.010713,0.2410787,85,160,162,44,0,1
0.1840554,162,0.5568885,0.2154744,81,158,162,64,0,0
0.1840554,162,0.8809731,0.2337589,83,160,162,50,0,2
0.1840554,162,0.4008958,0.2066735,83,158,162,50,0,0
0.1840554,162,0.8112926,0.2298276,87,159,162,79,0,0
0.1829192,161,0.6730093,0.2206611,83,157,151,43,1,2
0.1840554,162,1.056433,0.2436582,84,160,162,49,0,0
0.1840554,162,0.7675601,0.2273603,81,158,162,100,0,0
0.1840554,162,0.4419382,0.208989,89,160,162,53,1,2
0.1840554,162,1.05202,0.2434092,86,160,162,83,0,1
0.1840554,162,1.030697,0.2422062,84,161,162,59,1,2
0.1840554,162,0.3455013,0.2035482,74,160,162,43,0,0
0.1840554,162,0.8319397,0.2309925,86,161,162,152,0,2
0.1840554,162,1.046136,0.2430772,92,159,162,69,0,0
0.1840554,162,0.3287504,0.2026031,74,159,162,45,0,1
0.1840554,162,0.3268818,0.2024977,77,158,162,46,0,1
0.1840554,162,0.1729035,0.1938104,75,158,162,66,0,0
0.1840554,162,0.2203865,0.1964893,73,158,162,52,0,0
0.1840554,162,0.0354243,0.186054,71,157,162,61,0,1
0.1840554,162,0.271633,0.1993806,87,159,162,33,0,2
0.1840554,162,-0.04879397,0.1813025,71,157,162,47,0,0
0.1829192,161,0.03573969,0.1849235,72,157,150,18,0,0
0.1829192,161,0.02828679,0.1845055,78,155,117,84,0,1
0.1840554,162,0.7247684,0.224946,82,160,162,53,0,0
0.1840554,162,0.9124208,0.2355332,84,161,162,86,0,1
0.1840554,162,0.9840759,0.2395759,83,161,162,79,0,1
0.1829192,161,0.7282327,0.223758,84,158,151,113,0,2
0.1840554,162,0.5664434,0.2160135,82,160,162,40,0,0
0.1840554,162,0.7433747,0.2259958,80,158,162,36,0,2
0.1840554,162,0.6147612,0.2187395,80,159,162,100,0,1
0.1840554,162,0.449757,0.2094302,80,161,162,98,0,3
0.1817831,160,0.5172927,0.2106167,81,157,120,80,0,2
0.1829192,161,0.5358973,0.2129719,81,160,117,48,0,0
0.1829192,161,0.01370097,0.1836876,71,156,117,46,0,1
0.1840554,162,0.564164,0.2158849,75,159,162,59,0,0
0.1840554,162,0.3995971,0.2066002,79,159,162,62,0,2
0.1840554,162,0.07516791,0.1882963,75,160,162,40,0,1
0.1840554,162,0.2367133,0.1974105,76,157,162,39,0,0
0.1840554,162,0.306301,0.2013366,76,158,162,32,0,1
0.1840554,162,0.5646808,0.2159141,80,159,162,73,0,0
0.1840554,162,0.3386499,0.2031616,72,159,162,38,1,1
0.1840554,162,0.6918365,0.223088,85,157,162,53,1,2
0.1840554,162,0.923831,0.2361769,83,159,162,62,1,3
0.1829192,161,0.5260045,0.2124172,76,160,149,49,0,1
0.1829192,161,0.7483116,0.224884,82,158,144,59,0,1
0.1829192,161,0.6156393,0.2174438,82,161,120,46,0,0
0.1829192,161,0.6002002,0.216578,83,158,150,99,0,0
0.1840554,162,0.4120808,0.2073045,79,160,162,92,1,1
0.1840554,162,0.3970394,0.2064559,78,158,162,51,0,0
0.1840554,162,0.5267925,0.2137764,76,159,162,86,0,0
0.1829192,161,0.6355581,0.2185608,78,159,117,44,0,1
0.1840554,162,0.8228751,0.2304811,85,159,162,65,0,1
0.1829192,161,0.4332232,0.2072141,85,160,150,44,0,0
0.1840554,162,0.8909256,0.2343204,83,159,162,49,0,1
0.1840554,162,0.6950171,0.2232675,81,160,162,57,0,0
0.1840554,162,0.6900475,0.2229871,79,160,162,77,1,2
0.1840554,162,0.3763526,0.2052888,85,160,162,65,0,0
0.1840554,162,0.8757385,0.2334636,87,159,162,137,1,1
0.1840554,162,0.9219492,0.2360707,92,161,162,66,1,1
0.1840554,162,0.9403169,0.237107,84,160,162,73,0,0
0.1840554,162,0.4389697,0.2088216,78,156,162,70,0,1
0.1840554,162,0.8761626,0.2334875,83,160,162,44,0,0
0.1840554,162,0.6888945,0.222922,88,158,162,98,0,0
0.1840554,162,0.6514966,0.2208121,78,160,162,45,0,1
0.1840554,162,0.9950488,0.2401949,84,160,162,96,1,2
0.1840554,162,1.06571,0.2441816,86,159,162,112,1,2
0.1840554,162,1.433368,0.2649244,92,161,162,121,1,1
0.1840554,162,1.487265,0.2679652,88,160,162,149,0,0
0.1840554,162,1.271491,0.2557915,95,161,162,147,0,1
0.1829192,161,0.8541721,0.2308205,85,160,150,65,0,1
0.1840554,162,0.9035418,0.2350322,82,161,162,74,0,0
0.1829192,161,0.7732435,0.2262821,81,158,151,82,0,2
0.1840554,162,1.152884,0.2490998,85,159,162,162,1,2
0.1840554,162,1.05638,0.2436552,91,161,162,148,1,2
0.1840554,162,0.9487851,0.2375848,83,159,162,104,0,0
0.1840554,162,1.355113,0.2605094,84,160,162,74,0,3
0.1840554,162,0.259759,0.1987107,74,158,162,31,0,2
0.1840554,162,0.4668127,0.2103924,77,160,162,122,1,2
0.1840554,162,0.6959447,0.2233198,80,159,162,62,1,1
0.1840554,162,0.5170521,0.2132269,80,159,162,101,1,1
0.1840554,162,1.071316,0.2444978,86,158,162,149,1,2
0.1840554,162,1.003027,0.240645,83,161,162,110,0,1
0.1840554,162,0.5438217,0.2147372,77,160,162,78,1,3
0.1840554,162,1.020321,0.2416208,86,160,162,51,0,0
0.1840554,162,0.2883574,0.2003242,82,157,162,66,0,1
0.1840554,162,0.3794801,0.2054652,74,157,162,89,0,3
0.1840554,162,0.7637699,0.2271464,86,160,162,105,0,2
0.1840554,162,0.7846953,0.228327,85,157,162,87,0,1
0.1840554,162,1.020228,0.2416155,83,160,162,140,0,0
0.1840554,162,1.194999,0.2514759,90,159,162,70,0,0
0.1840554,162,0.9477514,0.2375265,86,160,162,76,0,0
0.1840554,162,1.160769,0.2495447,103,160,162,162,0,3
0.1840554,162,1.428438,0.2646463,88,161,162,97,0,3
0.1840554,162,1.770294,0.2839334,93,160,162,152,1,1
0.1840554,162,1.483793,0.2677693,96,161,162,102,0,2
0.1840554,162,1.251719,0.254676,83,161,162,86,2,2
0.1840554,162,1.130712,0.2478489,89,161,162,162,2,4
0.1840554,162,1.494209,0.268357,94,161,162,76,2,5
0.1840554,162,1.012542,0.2411819,89,160,162,72,2,4
0.1840554,162,1.157628,0.2493675,85,162,162,99,0,1
0.1829192,161,1.152741,0.2475641,85,158,151,109,1,3
0.1840554,162,0.7370268,0.2256376,86,157,162,78,1,3
0.1840554,162,1.006393,0.2408349,84,161,162,90,0,3
0.1840554,162,0.5956382,0.2176606,89,158,162,66,0,1
0.1840554,162,0.01292192,0.1847844,68,158,162,41,0,1
0.1840554,162,0.6428561,0.2203246,83,159,162,50,0,0
0.1840554,162,0.8696292,0.2331189,86,160,162,96,1,1
0.1840554,162,0.6795516,0.2223949,84,158,162,50,0,0
0.1840554,162,0.8325625,0.2310276,82,159,162,47,1,1
0.1840554,162,0.517887,0.213274,79,159,162,60,0,0
0.1840554,162,1.149213,0.2488927,87,159,162,37,2,2
0.1829192,161,0.2931381,0.1993582,74,157,150,30,0,0
0.1840554,162,0.9125533,0.2355406,87,161,162,109,0,1
0.1829192,161,0.9522864,0.2363227,80,158,120,56,0,1
0.1840554,162,0.9847518,0.239614,85,159,162,52,0,1
0.1829192,161,0.6679163,0.2203755,79,161,150,39,0,0
0.1840554,162,0.9039924,0.2350576,86,160,162,91,0,0
0.1840554,162,0.8943314,0.2345126,85,161,162,82,0,1
0.1840554,162,0.7975898,0.2290545,80,158,162,49,0,1
0.1840554,162,0.9074247,0.2352513,83,160,162,64,0,2
0.1840554,162,0.9333329,0.236713,84,158,162,92,0,2
0.1840554,162,0.8651897,0.2328684,82,161,162,82,0,0
0.1840554,162,0.8489689,0.2319533,79,159,162,74,0,2
0.1840554,162,0.8305217,0.2309125,89,159,162,115,0,1
0.1840554,162,0.9346846,0.2367893,82,159,162,52,2,2
0.1840554,162,1.198153,0.2516539,91,160,162,159,1,3
0.1840554,162,1.350727,0.2602619,91,160,162,162,0,0
0.1840554,162,1.736912,0.28205,98,160,162,86,2,3
0.1840554,162,1.394062,0.2627068,92,161,162,161,2,3
0.1840554,162,1.369081,0.2612974,92,160,162,109,1,3
0.1840554,162,1.639653,0.2765628,89,161,162,114,3,3
0.1840554,162,1.488047,0.2680093,91,160,162,162,2,5
0.1840554,162,1.773501,0.2841144,94,161,162,162,2,2
0.1840554,162,1.318948,0.258469,92,161,162,132,1,4
0.1840554,162,1.571696,0.2727287,94,161,162,92,1,3
0.1840554,162,1.564738,0.2723362,90,159,162,162,1,4
0.1840554,162,1.629343,0.2759811,91,161,162,85,1,3
0.1840554,162,1.346817,0.2600413,94,159,162,162,0,0
0.1840554,162,1.450941,0.2659158,97,161,162,161,0,1
0.1829192,161,1.480216,0.2659286,91,159,117,114,2,3
0.1840554,162,1.445202,0.2655921,90,161,162,162,2,2
0.1840554,162,1.668782,0.2782062,90,162,162,162,0,0
0.1840554,162,1.173716,0.2502751,92,160,162,126,1,4
0.1840554,162,1.200048,0.2517608,87,159,162,93,0,0
0.1840554,162,0.7287839,0.2251726,87,161,162,39,0,3
0.1840554,162,1.309221,0.2579202,88,159,162,60,0,1
0.1840554,162,0.626675,0.2194117,80,159,162,55,0,0
0.1840554,162,1.566421,0.2724311,94,160,162,162,2,2
0.1840554,162,1.008142,0.2409336,90,160,162,101,0,1
0.1840554,162,0.8534349,0.2322052,87,159,162,82,1,1
0.1840554,162,0.7513128,0.2264436,80,158,162,55,0,0
0.1840554,162,0.7978018,0.2290665,95,159,162,73,0,1
0.1829192,161,0.609573,0.2171036,78,159,150,63,1,2
0.1840554,162,0.4360011,0.2086541,80,159,162,65,0,1
0.1840554,162,0.6387214,0.2200913,83,157,162,121,1,1
0.1840554,162,1.051026,0.2433531,88,160,162,75,0,2
0.1840554,162,0.5910131,0.2173997,76,159,162,76,0,0
0.1840554,162,0.9336775,0.2367324,82,159,162,158,0,0
0.1840554,162,0.8361672,0.231231,87,160,162,82,0,0
0.1840554,162,0.8549854,0.2322927,86,158,162,98,0,0
0.1840554,162,0.8415476,0.2315346,80,158,162,155,0,0
0.1840554,162,1.053743,0.2435064,87,160,162,64,0,1
0.1840554,162,1.005558,0.2407878,90,161,162,104,0,0
0.1840554,162,0.9184241,0.2358719,86,159,162,79,0,1
0.1840554,162,0.8411368,0.2315114,83,160,162,102,0,0
0.1840554,162,0.5207097,0.2134333,79,158,162,54,0,1
0.1840554,162,0.9652179,0.2385119,83,160,162,76,1,1
0.1840554,162,0.9982824,0.2403774,84,158,162,139,0,1
0.1840554,162,0.8329469,0.2310493,91,161,162,57,1,1
0.1840554,162,0.91637,0.235756,82,160,162,59,0,2
0.1840554,162,0.8583647,0.2324834,86,160,162,93,0,3
0.1840554,162,0.955716,0.2379758,81,159,162,55,0,0
0.1829192,161,0.810268,0.2283584,84,157,145,59,0,2
0.1840554,162,1.086384,0.2453479,88,159,162,137,0,0
0.1840554,162,0.9066031,0.2352049,87,159,162,52,0,1
0.1840554,162,0.657142,0.2211306,75,159,162,32,1,1
0.1840554,162,0.4294148,0.2082825,76,158,162,76,0,1
0.1840554,162,0.2991183,0.2009313,75,158,162,61,0,0
0.1840554,162,0.1881967,0.1946732,73,158,162,44,0,1
0.1840554,162,0.1502819,0.1925341,75,157,162,35,0,0
0.1840554,162,0.6163913,0.2188315,76,158,162,68,0,0
0.1829192,161,0.7427252,0.2245707,82,159,144,59,0,0
0.1840554,162,0.6588383,0.2212263,83,160,162,66,0,1
0.1840554,162,1.028153,0.2420626,92,159,162,71,1,2
0.1840554,162,0.7846158,0.2283225,77,159,162,114,0,0
0.1840554,162,0.9116257,0.2354883,94,158,162,42,0,2
0.1840554,162,1.195357,0.2514961,90,158,162,81,0,1
0.1840554,162,0.419184,0.2077053,76,158,162,43,0,0
0.1840554,162,0.5486853,0.2150116,81,160,162,55,1,1
0.1840554,162,0.7064008,0.2239097,78,159,162,96,0,0
0.1829192,161,0.1178282,0.189527,75,157,144,42,0,1
0.1840554,162,0.4127169,0.2073404,78,157,162,98,1,1
0.1840554,162,0.5371161,0.2143589,78,159,162,62,0,0
0.1840554,162,1.06738,0.2442758,80,159,162,86,1,2
0.1840554,162,1.34365,0.2598626,87,161,162,101,1,1
0.1840554,162,1.227202,0.2532928,83,160,162,154,0,3
0.1840554,162,1.051093,0.2433569,88,159,162,95,1,2
0.1840554,162,1.376648,0.2617244,95,162,162,150,1,1
0.1840554,162,1.578573,0.2731167,88,161,162,162,0,0
0.1840554,162,1.724932,0.2813741,94,161,162,161,2,2
0.1840554,162,1.937432,0.2933632,101,160,162,162,2,5
0.1840554,162,1.773674,0.2841241,94,160,162,162,1,6
0.1840554,162,1.672241,0.2784013,95,161,162,81,2,4
0.1840554,162,1.380796,0.2619584,89,162,162,91,1,2
0.1840554,162,1.663057,0.2778832,92,161,162,162,0,0
0.1840554,162,1.341,0.2597131,89,160,162,61,1,3
0.1840554,162,1.735003,0.2819424,100,160,162,162,0,0
0.1840554,162,1.481381,0.2676333,91,161,162,162,0,1
0.1840554,162,1.709917,0.280527,98,160,162,162,2,2
0.1840554,162,1.153162,0.2491155,83,161,162,162,2,3
0.1840554,162,1.436138,0.2650807,95,160,162,76,1,2
0.1840554,162,1.251626,0.2546708,87,160,162,162,0,2
0.1840554,162,1.421825,0.2642732,91,162,162,112,0,2
0.1840554,162,1.41618,0.2639547,91,161,162,152,1,3
0.1840554,162,1.413211,0.2637872,87,160,162,135,0,0
0.1840554,162,1.140519,0.2484022,87,160,162,92,1,3
0.1840554,162,1.259233,0.2550999,90,160,162,114,0,0
0.1840554,162,1.033136,0.2423438,90,159,162,114,1,2
0.1840554,162,1.343438,0.2598507,96,159,162,159,0,2
0.1840554,162,1.118944,0.247185,91,160,162,92,0,5
0.1840554,162,1.238997,0.2539582,83,161,162,112,1,2
0.1840554,162,1.340456,0.2596824,87,161,162,159,0,0
0.1840554,162,1.232066,0.2535672,96,161,162,162,1,2
0.1829192,161,1.159034,0.247917,83,159,149,85,0,1
0.1840554,162,0.9892046,0.2398652,84,159,162,92,2,3
0.1840554,162,1.268284,0.2556106,88,162,162,129,2,2
0.1840554,162,1.336163,0.2594402,89,161,162,68,2,3
0.1840554,162,1.442738,0.265453,90,159,162,162,0,6
0.1840554,162,1.506083,0.2690269,88,159,162,111,0,0
0.1840554,162,1.512325,0.2693791,91,160,162,162,1,2
0.1840554,162,1.658776,0.2776417,95,161,162,162,2,4
0.1840554,162,1.602375,0.2744596,94,160,162,162,0,0
0.1840554,162,1.378557,0.261832,90,160,162,65,1,1
0.1840554,162,1.476902,0.2673806,90,159,162,93,2,2
0.1829192,161,1.281254,0.2547709,86,159,144,100,1,1
0.1840554,162,1.627064,0.2758525,96,162,162,134,1,1
0.1840554,162,1.378689,0.2618395,96,161,162,97,2,2
0.1840554,162,1.057414,0.2437135,92,160,162,93,0,1
0.1840554,162,1.065233,0.2441546,86,159,162,71,1,2
0.1840554,162,1.23522,0.2537451,92,159,162,148,0,0
0.1840554,162,1.420792,0.2642149,92,161,162,112,0,2
0.1840554,162,1.546476,0.2713059,93,159,162,162,1,1
0.1840554,162,1.54857,0.271424,93,161,162,162,1,1
0.1840554,162,1.110542,0.246711,94,159,162,162,0,2
0.1840554,162,1.533383,0.2705672,101,159,162,162,0,0
0.1840554,162,1.489876,0.2681125,88,161,162,100,0,0
0.1840554,162,1.191249,0.2512643,84,160,162,147,2,5
0.1840554,162,1.07712,0.2448253,87,160,162,80,1,2
0.1840554,162,1.054048,0.2435236,83,161,162,110,1,1
0.1840554,162,1.143024,0.2485435,86,158,162,107,0,1
0.1840554,162,1.434905,0.2650112,91,160,162,154,1,4
0.1840554,162,1.363383,0.2609759,89,159,162,162,1,3
0.1840554,162,1.058951,0.2438002,86,158,162,84,0,1
0.1840554,162,0.9907683,0.2399534,85,157,162,106,0,0
0.1840554,162,1.068732,0.244352,89,159,162,112,1,3
0.1840554,162,1.28049,0.2562992,87,159,162,162,1,5
0.1840554,162,0.5791921,0.2167328,85,159,162,54,0,0
0.1840554,162,0.9775425,0.2392073,95,158,162,162,0,1
0.1840554,162,1.115207,0.2469741,89,160,162,98,1,1
0.1840554,162,1.124179,0.2474803,88,161,162,157,0,1
0.1840554,162,1.188916,0.2511327,85,161,162,78,1,2
0.1840554,162,1.126154,0.2475917,81,160,162,72,0,1
0.1840554,162,1.466088,0.2667704,88,160,162,97,1,3
0.1840554,162,0.8159177,0.2300886,78,158,162,90,0,0
0.1840554,162,0.696276,0.2233385,81,160,162,72,0,1
0.1840554,162,1.125968,0.2475813,92,159,162,85,0,1
0.1840554,162,0.8707821,0.2331839,81,159,162,112,0,0
0.1840554,162,1.338972,0.2595987,88,160,162,63,1,1
0.1840554,162,1.013191,0.2412185,88,159,162,77,1,3
0.1840554,162,1.307193,0.2578058,85,160,162,86,1,2
0.1840554,162,1.529858,0.2703683,93,160,162,162,0,2
0.1840554,162,1.373799,0.2615636,86,159,162,149,1,3
0.1840554,162,1.612367,0.2750233,94,162,162,125,1,4
0.1840554,162,1.305351,0.2577018,92,161,162,162,0,0
0.1840554,162,1.131481,0.2478923,84,161,162,94,1,3
0.1840554,162,1.415796,0.263933,91,160,162,111,2,2
0.1840554,162,1.341159,0.2597221,90,161,162,89,1,2
0.1840554,162,1.231205,0.2535186,91,160,162,59,0,2
0.1840554,162,1.226288,0.2532412,90,160,162,149,0,2
0.1840554,162,0.7351715,0.2255329,82,157,162,144,0,1
0.1840554,162,0.6800022,0.2224204,79,159,162,154,1,2
0.1840554,162,1.510046,0.2692505,95,161,162,162,2,2
0.1840554,162,1.088544,0.2454698,92,159,162,134,0,1
0.1840554,162,1.015669,0.2413583,90,159,162,83,1,1
0.1840554,162,1.410057,0.2636093,96,161,162,68,0,1
0.1840554,162,1.398581,0.2629618,89,160,162,146,1,1
0.1840554,162,1.260161,0.2551523,88,161,162,68,0,0
0.1840554,162,1.280675,0.2563097,88,160,162,162,1,2
0.1840554,162,0.9523367,0.2377852,84,160,162,72,0,2
0.1840554,162,0.553867,0.2153039,77,160,162,73,1,1
0.1840554,162,0.6523977,0.2208629,91,157,162,58,0,1
0.1840554,162,0.6472691,0.2205736,82,157,162,83,0,1
0.1829192,161,0.5552295,0.2140561,77,158,149,71,0,0
0.1840554,162,0.4006971,0.2066623,77,160,162,60,0,1
0.1840554,162,0.7370003,0.2256361,87,159,162,108,2,2
0.1840554,162,0.9664636,0.2385822,85,160,162,57,0,2
0.1840554,162,0.2797302,0.1998375,75,156,162,44,0,0
0.1840554,162,0.9305897,0.2365582,86,159,162,45,0,1
0.1840554,162,-0.009845505,0.1834999,82,158,162,44,0,0
0.1840554,162,0.001776749,0.1841556,71,154,162,28,0,0
0.1840554,162,0.2578374,0.1986023,78,161,162,34,0,0
0.1829192,161,0.1128285,0.1892466,77,158,144,31,0,0
0.1840554,162,0.02608144,0.1855269,72,158,162,31,0,1
0.1840554,162,-0.05703689,0.1808374,69,159,162,37,0,1
0.1840554,162,0.1839559,0.194434,91,159,162,39,0,1
0.1840554,162,0.01554587,0.1849325,83,158,162,40,0,0
0.1840554,162,-0.2370162,0.1706832,74,156,162,40,0,1
0.1829192,161,0.3900258,0.2047916,76,158,150,49,0,1
0.1840554,162,0.5009771,0.21232,84,158,162,53,0,0
0.1840554,162,0.3026831,0.2011324,80,160,162,51,0,0
0.1840554,162,0.1898134,0.1947645,85,159,162,35,0,0
0.1829192,161,-0.05537501,0.1798139,66,157,150,46,0,0
0.1829192,161,-0.3883556,0.1611406,69,157,149,26,0,1
0.1840554,162,0.3738612,0.2051482,75,159,162,33,0,0
0.1840554,162,0.05247999,0.1870163,73,159,162,24,0,1
0.1817831,160,-0.1744172,0.1720612,72,156,100,21,0,0
0.1840554,162,0.02308642,0.1853579,72,159,162,45,0,0
0.1840554,162,-0.3047619,0.1668611,71,160,162,39,0,0
0.1840554,162,-0.2169257,0.1718167,72,158,162,40,0,0
0.1840554,162,0.280035,0.1998547,79,160,162,22,0,0
0.1840554,162,0.04046017,0.1863381,76,158,162,58,0,1
0.1840554,162,0.1108033,0.1903068,76,160,162,38,0,0
0.1840554,162,0.1819681,0.1943218,75,158,162,52,0,0
0.1829192,161,-0.2573766,0.1684858,73,157,145,30,0,1
0.1840554,162,-0.4516767,0.1585723,75,157,162,31,0,0
0.1829192,161,-0.2885615,0.1667369,67,155,149,29,0,0
0.1840554,162,-0.3329495,0.1652707,70,157,162,33,0,0
0.1840554,162,-0.26150640000000003,0.1693015,71,156,162,22,0,0
0.1829192,161,-0.08454665,0.1781779,73,157,151,59,0,0
0.1840554,162,0.05069094,0.1869153,74,158,162,102,0,0
0.1840554,162,-0.09068445,0.1789391,78,155,162,36,0,0
0.1840554,162,0.2366073,0.1974045,80,159,162,49,0,0
0.1840554,162,0.3858015,0.2058219,77,160,162,37,0,0
0.1840554,162,0.936593,0.2368969,88,159,162,162,0,0
0.1840554,162,0.3037301,0.2011915,83,158,162,48,0,2
0.1840554,162,0.6986084,0.2234701,88,159,162,83,1,4
0.1840554,162,0.7360594,0.225583,85,160,162,56,0,0
0.1840554,162,0.08575648,0.1888937,73,158,162,34,0,0
0.1829192,161,0.09880269,0.18846,73,157,120,35,0,1
0.1840554,162,0.4876983,0.2115708,87,159,162,57,0,2
0.1840554,162,0.6138071,0.2186857,82,157,162,50,0,0
0.1840554,162,0.9302186,0.2365373,84,159,162,74,0,0
0.1840554,162,0.488944,0.2116411,83,157,162,37,0,1
0.1840554,162,0.749696,0.2263524,84,159,162,56,0,0
0.1840554,162,0.7526115,0.2265169,83,158,162,79,0,2
0.1840554,162,0.2954209,0.2007227,74,158,162,42,0,0
0.1840554,162,0.3444278,0.2034876,80,160,162,65,0,0
0.1840554,162,0.8268508,0.2307054,87,161,162,68,0,0
0.1829192,161,0.2082763,0.1945992,78,157,151,28,1,1
0.1829192,161,0.3715868,0.2037575,78,158,117,33,0,0
0.1840554,162,0.253981,0.1983847,74,159,162,36,0,2
0.1840554,162,0.458636,0.2099311,79,158,162,62,0,0
0.1840554,162,0.736828,0.2256264,82,159,162,49,1,2
0.1840554,162,0.4683765,0.2104807,81,157,162,53,1,1
0.1840554,162,0.6206585,0.2190722,81,159,162,131,0,1
0.1840554,162,0.8200126,0.2303196,86,160,162,121,0,0
0.1840554,162,1.326502,0.2588951,92,160,162,111,1,2
0.1840554,162,1.164479,0.249754,82,162,162,148,0,2
0.1840554,162,1.000124,0.2404813,88,160,162,73,0,0
0.1829192,161,1.112237,0.2452926,92,160,149,149,1,1
0.1829192,161,0.5073789,0.2113726,85,158,150,78,0,1
0.1840554,162,0.6561746,0.221076,77,159,162,46,0,0
0.1840554,162,0.6194525,0.2190042,81,159,162,91,0,0
0.1829192,161,0.5394571,0.2131716,82,157,117,56,0,0
0.1840554,162,0.7047442,0.2238163,79,160,162,104,0,2
0.1840554,162,0.9598242,0.2382076,91,160,162,71,0,1
0.1840554,162,0.9069079,0.2352221,84,159,162,110,0,2
0.1840554,162,1.007148,0.2408776,88,158,162,76,0,2
0.1840554,162,0.7060695,0.223891,80,159,162,65,0,0
0.1840554,162,0.8933375,0.2344565,89,160,162,88,1,1
0.1840554,162,0.7455878,0.2261206,84,158,162,37,1,1
0.1840554,162,0.9438022,0.2373037,84,158,162,127,0,2
0.1840554,162,1.245199,0.2543081,88,161,162,93,0,3
0.1840554,162,1.540778,0.2709844,95,161,162,82,2,2
0.1840554,162,1.209935,0.2523186,90,161,162,159,1,3
0.1840554,162,1.214122,0.2525548,88,159,162,152,0,3
0.1840554,162,1.163247,0.2496845,88,160,162,94,1,2
0.1840554,162,1.675355,0.278577,93,160,162,149,2,3
0.1840554,162,1.542262,0.2710681,91,161,162,162,2,2
0.1840554,162,1.802935,0.285775,97,160,162,162,0,4
0.1840554,162,1.270233,0.2557205,88,160,162,130,1,4
0.1840554,162,1.251229,0.2546483,93,159,162,101,0,1
0.1840554,162,1.303297,0.257586,92,159,162,162,0,1
0.1840554,162,1.252209,0.2547036,90,160,162,110,1,1
0.1840554,162,1.253508,0.2547769,89,161,162,95,1,2
0.1840554,162,0.9643433,0.2384626,84,158,162,104,1,1
0.1840554,162,0.5519189,0.215194,82,159,162,92,0,1
0.1840554,162,1.406121,0.2633872,94,160,162,102,1,3
0.1829192,161,1.097905,0.2444889,88,159,120,81,0,0
0.1840554,162,0.9056356,0.2351503,84,158,162,77,1,1
0.1840554,162,1.043592,0.2429337,89,160,162,156,0,1
0.1840554,162,0.7816738,0.2281566,81,158,162,49,0,2
0.1840554,162,0.6865489,0.2227897,84,159,162,76,0,1
0.1840554,162,1.022905,0.2417666,86,156,162,65,1,1
0.1840554,162,0.8201584,0.2303278,83,159,162,109,0,2
0.1840554,162,0.5984344,0.2178184,80,158,162,60,0,0
0.1840554,162,1.109482,0.2466511,86,161,162,109,0,0
0.1840554,162,1.207046,0.2521556,87,161,162,61,0,2
0.1840554,162,1.285724,0.2565945,86,161,162,152,1,1
0.1840554,162,1.087921,0.2454347,87,159,162,97,0,2
0.1840554,162,1.09248,0.2456919,84,160,162,144,0,1
0.1840554,162,1.365556,0.2610986,93,161,162,149,1,2
0.1840554,162,1.463093,0.2666015,92,159,162,162,1,2
0.1840554,162,1.608086,0.2747818,101,160,162,162,1,4
0.1840554,162,1.348607,0.2601423,95,160,162,149,1,1
0.1840554,162,1.508548,0.269166,96,159,162,110,1,1
0.1840554,162,1.452584,0.2660086,103,160,162,97,0,1
0.1840554,162,0.8142611,0.2299951,86,158,162,113,1,3
0.1840554,162,0.7239998,0.2249027,81,161,162,40,0,0
0.1840554,162,0.7914672,0.2287091,79,159,162,87,1,2
0.1840554,162,0.9683455,0.2386884,80,160,162,157,1,1
0.1840554,162,1.077001,0.2448186,89,159,162,99,0,0
0.1840554,162,0.9262694,0.2363145,87,161,162,48,1,2
0.1840554,162,1.097781,0.2459909,90,160,162,91,0,0
0.1829192,161,0.7976287,0.2276496,84,158,144,122,0,1
0.1840554,162,0.8524542,0.2321499,82,160,162,83,0,0
0.1840554,162,0.8341528,0.2311174,80,161,162,63,1,1
0.1840554,162,1.038503,0.2426466,88,158,162,71,0,0
0.1840554,162,0.9812797,0.2394181,82,159,162,63,1,1
0.1840554,162,1.412602,0.2637528,91,162,162,106,0,1
0.1840554,162,1.264468,0.2553953,84,161,162,104,0,1
0.1840554,162,1.036462,0.2425314,92,160,162,94,1,1
0.1840554,162,1.062609,0.2440066,87,159,162,72,0,0
0.1840554,162,0.9643565,0.2384633,82,158,162,145,1,4
0.1840554,162,1.44389,0.2655181,88,161,162,104,0,1
0.1840554,162,1.448794,0.2657947,94,160,162,162,1,5
0.1840554,162,1.463544,0.2666269,98,161,162,161,0,3
0.1840554,162,1.92687,0.2927673,93,161,162,162,2,3
0.1840554,162,1.510019,0.269249,95,161,162,162,2,3
0.1840554,162,1.558324,0.2719743,91,159,162,162,2,4
0.1840554,162,1.603766,0.2745381,92,161,162,136,0,2
0.1840554,162,1.136292,0.2481637,88,160,162,122,1,3
0.1840554,162,1.15124,0.2490071,97,162,162,63,0,1
0.1840554,162,1.080261,0.2450025,85,160,162,72,0,2
0.1840554,162,1.339608,0.2596346,87,162,162,72,0,0
0.1840554,162,1.084754,0.245256,87,159,162,162,1,2
0.1829192,161,1.247483,0.2528771,89,159,150,66,1,5
0.1840554,162,1.136278,0.248163,83,161,162,98,0,1
0.1840554,162,1.3374220000000001,0.2595112,96,161,162,160,0,2
